,url,name,labels,Abstract,Animal_Skins,Animals/Birds,Border,Camouflage,Checks,Conversationals,Ethnic,Floral,Geometric,Nature,Paisleys,Placements,Stripes,Texture,Traditional,Tribal,Tropical
10,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/859/009/1686755505/original/318121-preview-small.jpg,151318121-yellow-and-white-geometric-dimond.jpg,"['Geometric', 'Stripes', 'Texture']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
11,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/857/449/1686673094/original/317957-preview-small.jpg,795317957-houndstooth-white-with-yellow-pattern.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/857/365/1686670605/original/317944-preview-small.jpg,895317944-green-and-white-geometric-herringbone.jpg,"['Stripes', 'Texture']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/857/795/1686685189/original/317992-preview-small.jpg,178317992-waves.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/857/353/1686670242/original/317942-preview-small.jpg,364317942-black-and-white-geometric-herringbone.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/856/700/1686643479/original/317868-preview-small.jpg,475317868-the-diagonal-polka-dot.jpg,"['Stripes', 'Texture']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/856/583/1686624421/original/317855-preview-small.jpg,462317855-myah-sea-shells-navy.jpg,"['Stripes', 'Tropical', 'Nature']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
17,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/857/126/1686661742/original/317921-preview-small.jpg,459317921-maude-blue.jpg,"['Geometric', 'Checks', 'Stripes']",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
18,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/857/200/1686666227/original/317931-preview-small.jpg,564317931-colorful-stripes.jpg,"['Geometric', 'Stripes', 'Camouflage']",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
19,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/857/102/1686661166/original/317919-preview-small.jpg,252317919-maude-ii-blue.jpg,"['Geometric', 'Checks', 'Stripes']",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
20,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/856/632/1686631161/original/317861-preview-small.jpg,824317861-watercolour-texture-stripe-blues-pinks-reds.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
21,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/856/974/1686656265/original/317901-preview-small.jpg,858317901-spiral-wavy-line-art.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/856/401/1686605451/original/317830-preview-small.jpg,927317830-stripes-design.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
23,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/856/541/1686617655/original/317849-preview-small.jpg,386317849-watercolour-texture-stripe-blues-pinks-reds.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
24,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/856/128/1686590118/original/317798-preview-small.jpg,442317798-sunflowers.jpg,"['Floral', 'Stripes', 'Nature']",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
25,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/855/804/1686580330/original/317770-preview-small.jpg,713317770-red-and-fucsia-flowers.jpg,"['Floral', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/855/730/1686577876/original/317762-preview-small.jpg,362317762-blue-and-white-inky-stripe.jpg,"['Geometric', 'Stripes', 'Texture']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
27,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/855/743/1686578168/original/317764-preview-small.jpg,756317764-abstract.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/853/238/1686338491/original/317509-preview-small.jpg,523317509-farmyard-fun.jpg,"['Animals/Birds', 'Stripes', 'Nature']",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/854/030/1686423931/original/317588-preview-small.jpg,735317588-sweet-lemons.jpg,"['Stripes', 'Tropical', 'Nature']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/852/856/1686316738/original/317476-preview-small.jpg,274317476-boho-ikat-tribal-watercolor-texture-pattern.jpg,"['Ethnic', 'Stripes', 'Tribal']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
31,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/854/042/1686424078/original/317590-preview-small.jpg,629317590-stripes-design.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/853/964/1686417438/original/317582-preview-small.jpg,354317582-animalistic-patchwork-art-design.jpg,"['Stripes', 'Tropical', 'Animal Skins']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/852/149/1686262732/original/317389-preview-small.jpg,693317389-chess.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
34,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/852/724/1686312249/original/317458-preview-small.jpg,365317458-pink-and-blue-flower.jpg,"['Floral', 'Conversationals', 'Stripes']",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
35,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/851/373/1686231000/original/317300-preview-small.jpg,796317300-distressed-square-blue.jpg,"['Geometric', 'Checks', 'Stripes']",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
36,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/851/391/1686231930/original/317305-preview-small.jpg,267317305-new-age-70s-barbie-print.jpg,"['Floral', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
37,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/851/253/1686227148/original/317290-preview-small.jpg,980317290-bold-summer-stripe.jpg,"['Geometric', 'Stripes', 'Traditional']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/850/199/1686158048/original/317171-preview-small.jpg,146317171-blurred-pink-orange-stripes.jpg,"['Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/850/568/1686173429/original/317211-preview-small.jpg,491317211-pink-red-orange-blurred-stripes.jpg,"['Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/849/365/1686125765/original/317067-preview-small.jpg,456317067-jane-lines-earth.jpg,"['Ethnic', 'Stripes', 'Texture']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
41,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/848/755/1686074576/original/316949-preview-small.jpg,469316949-botanical-motifs-on-stripes.jpg,"['Floral', 'Stripes']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/847/979/1686049712/original/316928-preview-small.jpg,345316928-animalistic-patchwork-design.jpg,"['Stripes', 'Tropical', 'Animal Skins']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/848/317/1686057231/original/316958-preview-small.jpg,128316958-jane-lines-fresh.jpg,"['Geometric', 'Ethnic', 'Stripes']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
44,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/848/131/1686053673/original/316921-preview-small.jpg,210316921-graphic-and-bold-flowers.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
45,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/847/727/1686036905/original/316887-preview-small.jpg,949316887-playful-colorful-stripes.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
46,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/847/733/1686037779/original/316888-preview-small.jpg,951316888-bright-stripes.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/847/528/1686013738/original/316860-preview-small.jpg,527316860-line-blocks.jpg,"['Geometric', 'Stripes', 'Texture']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
48,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/846/619/1685967894/original/316767-preview-small.jpg,681316767-christmas-snowflakes-and-stars.jpg,"['Stripes', 'Traditional', 'Border']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/845/428/1685885959/original/316626-preview-small.jpg,337316626-orlo-abstract-lines.jpg,"['Abstract', 'Stripes', 'Camouflage']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/845/766/1685915909/original/316668-preview-small.jpg,559316668-tie-dye-stripes-geometric-design.jpg,"['Geometric', 'Stripes', 'Texture']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
51,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/846/670/1685968536/original/316768-preview-small.jpg,173316768-color-movement-stripes.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
52,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/845/025/1685821197/original/316593-preview-small.jpg,602316593-watercolor-stripes.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
53,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/843/252/1685636605/original/316396-preview-small.jpg,510316396-fresh-effects.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
54,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/843/023/1685625112/original/316368-preview-small.jpg,343316368-abstract-18.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
55,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/843/066/1685626161/original/316373-preview-small.jpg,372316373-abstract-19-brown.jpg,"['Geometric', 'Conversationals', 'Stripes']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
56,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/845/101/1685829703/original/316600-preview-small.jpg,686316600-squares-and-lines-stylised-geometric-texture.jpg,"['Geometric', 'Conversationals', 'Stripes']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
57,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/844/544/1685732753/original/316544-preview-small.jpg,930316544-spring-with-stripes.jpg,"['Floral', 'Stripes']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
58,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/843/177/1685632573/original/316387-preview-small.jpg,485316387-artistic-texture-art-design.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
59,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/843/052/1685625579/original/316372-preview-small.jpg,546316372-abstract-19.jpg,"['Geometric', 'Conversationals', 'Stripes']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
60,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/842/414/1685580113/original/316293-preview-small.jpg,951316293-tie-dye-stripes-design.jpg,"['Geometric', 'Stripes', 'Nature']",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
61,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/842/531/1685604579/original/316309-preview-small.jpg,905316309-abstract-circles-minimalist-modern-pattern.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
62,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/842/903/1685621114/original/316353-preview-small.jpg,996316353-tribal-beige.jpg,"['Ethnic', 'Stripes', 'Tribal']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
63,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/841/704/1685539465/original/316226-preview-small.jpg,748316226-abstract-geometric-linear.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
64,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/841/780/1685540804/original/316231-preview-small.jpg,451316231-pink-chevron.jpg,"['Geometric', 'Conversationals', 'Stripes']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
65,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/841/711/1685539512/original/316225-preview-small.jpg,756316225-cl2419b-watercolor-bleed-with-stripe.jpg,"['Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/840/907/1685478348/original/316122-preview-small.jpg,760316122-cl2411b-watercolor-bleed-stripe-in-grn-wheat.jpg,"['Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/840/430/1685462052/original/316057-preview-small.jpg,106316057-optical-shapes.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
68,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/840/454/1685462999/original/316059-preview-small.jpg,422316059-abstract-giraffe-and-zebra-print.jpg,"['Animals/Birds', 'Abstract', 'Stripes']",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/840/484/1685463884/original/316064-preview-small.jpg,534316064-lines-and-shapes-neutral.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
70,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/839/377/1685377469/original/315931-preview-small.jpg,654315931-black-abstract-lines.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
71,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/839/001/1685362317/original/315274-preview-small.jpg,871315274-bleached-inky-floral-on-stripes.jpg,"['Floral', 'Stripes', 'Texture']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
72,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/837/619/1685208105/original/315752-preview-small.jpg,149315752-ikat-stripe.jpg,"['Geometric', 'Ethnic', 'Stripes']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
73,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/836/713/1685099545/original/315653-preview-small.jpg,808315653-abstract-17-black.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
74,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/836/695/1685098611/original/315650-preview-small.jpg,191315650-geometric-30-grey.jpg,"['Geometric', 'Checks', 'Stripes']",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
75,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/837/312/1685152030/original/315724-preview-small.jpg,817315724-mojave-mark.jpg,"['Geometric', 'Stripes', 'Tribal']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
76,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/837/797/1685241501/original/315775-preview-small.jpg,799315775-retro-waves.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
77,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/836/719/1685099899/original/315654-preview-small.jpg,371315654-abstract-17.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
78,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/839/176/1685368871/original/315909-preview-small.jpg,977315909-vibrant-textured-pattern.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
79,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/836/701/1685099180/original/315651-preview-small.jpg,410315651-geometric-30.jpg,"['Geometric', 'Stripes', 'Border']",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
80,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/838/564/1685346153/original/315852-preview-small.jpg,901315852-abstract-violet-stripes-design.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
81,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/838/244/1685291113/original/315816-preview-small.jpg,772315816-pastel-cute-gradient-stripes.jpg,"['Abstract', 'Stripes', 'Traditional']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
82,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/836/677/1685097276/original/315647-preview-small.jpg,987315647-animalistic-mix-art-design.jpg,"['Stripes', 'Tropical', 'Animal Skins']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
83,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/836/503/1685081454/original/315630-preview-small.jpg,562315630-freehand-design-artistic-striations.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
84,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/836/144/1685039940/original/315580-preview-small.jpg,693315580-quilted-stripes-design-pattern.jpg,"['Floral', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
85,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/835/880/1685025315/original/315549-preview-small.jpg,380315549-boho-indian-folk-embroidery-pattern.jpg,"['Geometric', 'Ethnic', 'Stripes']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
86,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/835/818/1685022534/original/315540-preview-small.jpg,953315540-boho-indian-folk-embroidery-pattern.jpg,"['Geometric', 'Ethnic', 'Stripes']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
87,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/835/480/1685006047/original/315494-preview-small.jpg,654315494-retro-summer-stripe.jpg,"['Geometric', 'Stripes', 'Traditional']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
88,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/835/396/1685004424/original/315482-preview-small.jpg,265315482-multicolored-wave-stripes.jpg,"['Geometric', 'Ethnic', 'Stripes']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
89,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/835/414/1685004779/original/315485-preview-small.jpg,151315485-playful-colorful-waves-stripes.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
90,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/835/432/1685005009/original/315488-preview-small.jpg,846315488-playful-colorful-waves-stripes.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
91,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/835/426/1685004887/original/315487-preview-small.jpg,663315487-playful-colorful-waves-stripes.jpg,"['Geometric', 'Abstract', 'Stripes']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
92,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/835/312/1684999083/original/315469-preview-small.jpg,488315469-abstract-red-green-strokes-of-paint-01.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
93,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/835/360/1685002404/original/315477-preview-small.jpg,937315477-taupe-naive-tie-dye-abstract-spots-dots.jpg,"['Ethnic', 'Stripes', 'Tribal']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
94,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/834/716/1684956061/original/315395-preview-small.jpg,679315395-check-plaid-in-light-brown.jpg,"['Geometric', 'Checks', 'Stripes']",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
95,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/833/641/1684916383/original/315284-preview-small.jpg,530315284-doodle-cyan-and-blue-03.jpg,"['Abstract', 'Stripes', 'Texture']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
96,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/834/013/1684932148/original/315320-preview-small.jpg,612315320-summer-plaid-2.jpg,"['Geometric', 'Checks', 'Stripes']",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
97,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/833/401/1684889372/original/315258-preview-small.jpg,672315258-squared-out.jpg,"['Geometric', 'Stripes', 'Placements']",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
98,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/833/599/1684914221/original/315279-preview-small.jpg,548315279-summer-plaid.jpg,"['Geometric', 'Checks', 'Stripes']",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
99,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/833/133/1684870912/original/315218-preview-small.jpg,331315218-geo-flowers.jpg,"['Geometric', 'Floral', 'Stripes']",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
100,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/833/575/1684913129/original/315276-preview-small.jpg,442315276-ink-strip.jpg,"['Ethnic', 'Stripes', 'Texture']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
101,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/832/301/1684839384/original/315103-preview-small.jpg,521315103-ethnic-door-pattern.jpg,"['Ethnic', 'Stripes', 'Placements']",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
